Structure: Item Name, Item ID
Mahogany wardrobe, 8043
Blurite crossbow, 9176
Penance gloves#Worn, 10554
Binding book, 730
Yurkolgokh key, 26576
Prisoner's letter, 28412
Churning machine, 26935
Twisted boots (t3), 24393
Dni23 torso frilly, 29710
Banner (HAM), 8662
Mithril platelegs (t), 12289
Extra weapons rack, 8030
Dragon pickaxe (or), 23677
Betty's notes, 29905
Earmuffs, 4166
Onyx amulet, 6581
Imbued zamorak max cape#Broken, 24246
Smouldering pile of flesh, 29585
Dni23 legs bighem, 29764
Sigil of aggression#Attuned, 26131
Phoenix#Blue, 24484
Spell (unobtainable item)#Water Wave, 3315
Suqah tooth, 9079
Trailblazer bronze trophy, 25054
Part garden pie (onion), 7174
Raw karambwanji, 3150
Auto-weed (interface item)#Not yet unlocked, 1459
Mahogany table (flatpack), 8558
Loach, 10970
Water rune (nz), 11716
Infinity gloves, 6922
Key (green), 1548
Sunbeam ale, 29409
Ahrim's robetop#(broken), 4872
Elemental guardian stone, 26881
Black dye, 4622
Unfinished batta (fruit), 9479
Leather shields flyer, 22287
Clue scroll (hard) - The King's magic shouldn't be wasted by me, 12587
Teak shelves 1#Dishware, 8228
Bird nest (Wyson), 22800
Clue scroll (hard) - 19.09N 21.58E, 23168
Willow comp bow, 10280
Team-5 cape, 4323
Zamorak mix#(1), 11523
Gielinor's flora - allotments, 23015
Oathplate chest, 30753
Clay head, 25145
Clan vexillum#Orange, 25723
Weight (2kg), 29528
Chompy bird hat (ogre marksman), 2982
Group ironman platebody#IV, 26162
Ranging potion#(2), 171
Bones (Tutorial Island)#2020, 24655
Yanillian seed, 5309
Zamorak mix#(2), 11521
Poisoned dagger (unobtainable item)#Poison++, 5702
Burnt bread (cookout), 26643
Antique lamp (Karamja Diary)#Hard, 11141
Corrupted dragon claws, 28534
'perfect' gold ore, 446
Ranging potion#(1), 173
Bottled dragonbreath#Powered, 23002
Peace treaty, 5012
Sliced red banana, 7574
Mixture - step 1#2 dose, 10913
Raw rabbit, 3226
Very broken gingerbread, 27556
Rift guardian#Air, 20667
Iron plateskirt (g), 12239
Unfinished crunchy (toad), 9582
Blighted surge sack, 26705
Vyre noble corset (purple), 24818
Sun-shine, 29421
Asgarnian ale, 1905
Ranging potion#(4), 2444
Clue scroll (medium) - Speak to Donovan, the Family Handyman, 2855
Plunder, 7143
3rd age cloak, 12437
Clue scroll (easy) - Search the crates in East Ardougne's general store, 2706
Bandos bracers, 12498
Mystic smoke staff, 12000
Torag's platelegs (Last Man Standing), 23634
Blue gingerbread shield, 24431
Group ironman platebody#II, 26158
Fremennik purple cloak, 3785
Key (Waterfall Dungeon), 298
Mithril seeds, 299
Ranging potion#(3), 169
Ancient mace, 11061
Barb bolttips, 47
Burnt bones, 528
Black longsword, 1297
Sink#Not in use, 8232
Volcanic theme, 20646
Guthix balance (unf)#(3), 7654
Desert echo orb, 30394
Black mask#(5), 8911
Purple elegant legs, 10418
Snail shell, 7800
Burnt jubbly, 7570
Thieving hood, 9779
Zamorak cloak, 10450
Sigil of the eternal jeweller#Attuned, 26047
Iron bolts (unf), 9377
Clue scroll (medium) - I DOOM ICON INN, 19736
Wooden bench (flatpack), 8562
Bone in vinegar#Zogre bone, 7849
Graceful gloves (Adventurer)#Inventory, 27456
Guthix balance (unf)#(4), 7652
Black mask#(6), 8909
Spirit tree &amp; fairy ring#Regular, 20637
Black platebody (t), 2583
Tiles (Rogues' Den)#Correct, 5568
Bronze javelin#Poison++, 5648
Boxing gloves#Red, 7671
Masori chaps, 27232
Yew longbow (u), 66
Corrupted tumeken's shadow#Charged, 28547
Ruined chompy, 2880
Abyssal needle, 26813
Phoenix crossbow (unobtainable item)#1, 11165
Tin (Recruitment Drive)#Tin and copper, 5597
Black mask#(3), 8915
10th squad sigil, 4035
Dorgeshuun crossbow, 8880
Cooled infernal chunk, 30860
Heavy ballista (or), 26712
Varrock cake, 27798
Morrigan's coif (Deadman Mode), 22638
Ogre relic, 2372
Book of war, 12608
Fern (big plant), 8186
Black mask#(4), 8913
Big harpoonfish, 25559
Armadyl plateskirt, 12474
Steel key (H.A.M.), 8866
Gilded decoration, 8104
Crystal shield#New, 24127
Adamant seeds, 29458
Frog-leather boots, 10958
Digweed, 30031
Iron plateskirt (t), 12229
Consecration seed#Unenchanted, 4205
Keris#(p++), 10584
Ancient robe legs, 12195
Hunter spear tips, 29311
Mixed blast, 9568
Black mask#(1), 8919
Toy doll#Wound, 7765
Clue nest (easy), 19712
Hex edit detected#Necklace, 6198
Chocolate cake#Full, 1897
Spiritual Warrior (interface item), 11846
Garlic powder, 4668
Blue icon#Medium, 25215
Ornate rejuvenation pool#Frozen, 20643
Araxyte slayer helmet (i)#Nightmare Zone, 29818
Clue scroll (medium) - Faerie, 23139
Corrupted dark bow, 29599
A container, 10495
Vyre noble blazer (purple), 24810
Mithril platelegs (g), 12279
Pot of cream, 2130
Black mask#(2), 8917
Soul wars guide, 25197
Olmlet#Vespina, 22384
Cannon stand (or), 26522
Protest note, 28436
Rat pole#Two rats, 6775
Burnt dark crab, 11938
Ancient key (Dragon Slayer II), 22093
Diamond bolts, 9340
Banner (Misthalin), 8670
Festive white wine, 26274
Hetty's empty cauldron, 22679
Cave crawler (interface item), 4134
Guthix balance (unf)#(1), 7658
Xeric's talisman#Charged, 13393
Imcando hammer (off-hand), 29775
Ram skull#Unpolished, 7818
Superattack mix#(1), 11471
Graceful hood (Piscarilius)#Worn, 13592
Clue scroll (medium) - CALAMARI MADE MUD, 23133
Sapphire lantern#Empty, 4700
Doll of iban, 1492
Artefact#Shield, 11055
Red d'hide body (g), 12327
Golden fleece, 3693
Lava scale shard, 11994
Guthix balance (unf)#(2), 7656
Tok-Xil (Construction), 8140
Mixed special, 9570
Superattack mix#(2), 11469
Barrelchest anchor#Broken, 10888
Godsword blade, 11798
Bird mask, 29931
Plank sack, 24882
Birthday cake, 23108
Sigil of revoked limitation#Attuned, 29651
Man trap, 8144
Healer icon#Big moustache, 23484
Blessed water, 2954
Burnt fish (anchovies), 323
Clue scroll (easy) - Search the drawers in Catherby's Archery shop, 2700
Void knight mace#Normal, 8841
Calcified moth, 29090
Clue scroll (medium) - In a town where everyone has perfect vision, 2837
Purple logs, 10329
Fremennik boots, 3791
Graceful gloves#Worn, 11859
Battlemage potion#(1), 22458
Marble magic wardrobe#Open, 9835
Teak garden bench, 20649
Decorative full helm (white), 25169
Baby mole#Mole-rat, 25613
Mort myre fungus, 2970
Meat pizza#Full, 2293
Graceful gloves (Agility Arena)#Worn, 21075
Flyer (Iwan), 23670
Golden bowl#Water, 723
Infernal mage (interface item), 4140
Amulet of Glory (mounted), 8283
Adamant staff of collection, 30607
Asgarnian ale (flatpack), 8520
Anti-present, 13345
Repair plank, 7148
Green circle, 9609
Crystal (Watchtower)#Magenta, 2381
Sweetcorn (bowl), 7088
Silver partyhat, 27828
Clue scroll (hard) - His head might be hollow, 7253
Blue monkey#Cautious, 8944
Rotten carrot, 22437
Dartboard, 8163
Iron javelin#Poison, 832
Clue scroll (medium) - RATAI, 12063
Newly made crystal#Uncharged, 6651
Bronze felling axe, 28196
Bone in vinegar#Rabbit bone, 7897
Clue scroll (elite) - Observing someone in a swamp, 23145
Demonic throne, 8363
Daeyalt ore, 9632
Broken cannon, 7146
Tome of earth#Charged, 30064
Catspeak amulet, 4677
Blue moon tassets (Last Man Standing), 29844
Hallowed focus, 24723
Vesta's chainbody (Deadman Mode), 22616
Lockpick, 1523
Chef's delight, 5755
Brawk fish (3), 20862
Ancient chaps, 12494
Candle lantern#Unlit (black candle), 4532
Void knight robe#Locked, 24179
Perfected shadow torch, 28366
Clue scroll (medium) - Jump for Joy in the mine near the Twilight Temple, 29857
Abyssal dagger (bh)#(p), 27863
Damp key, 25810
Sack of presents, 20834
Rainbow cape#Pride, 29489
Logs (Tutorial Island)#Normal, 2511
Black mask#(9), 8903
Axeman's folly (keg)#3 pints, 5823
Burnt cave eel, 5002
Rock golem#Daeyalt, 21360
Skills necklace#(2), 11109
Steel range#Kettle, 8221
Farmer's shirt, 13643
Easter ring, 7927
Clan vexillum#Red, 25725
Clue scroll (easy) - Al Kharid mine, 12179
Ice ancient sceptre#Locked, 28474
Apprentice wand, 6910
Shoe box (flatpack), 8610
Elder chaos robe, 20520
Stone statuette, 9038
Mahogany dresser (Mahogany Homes), 24913
Hammerstone hops, 5994
Plain pizza#Full, 2289
Topaz bolt tips, 9188
Eclipse moon tassets (Last Man Standing), 29841
Lazy cat#White, 6549
Mahogany cape rack, 9819
Penguin bongos, 10592
Topaz amulet, 21114
Skills necklace#(3), 11107
Clue scroll (elite) - In a while, 19804
Trailblazer reloaded iron trophy, 28761
Trailblazer adamant trophy, 25046
Clear liquid, 23794
Volatile mineral, 13186
Grimy irit leaf, 209
Black mask#(7), 8907
Citizen trousers, 9642
Restoration pool#Regular, 20639
Fat snail meat, 3373
Iron spear#(p++), 5720
Stuffed big bass, 7990
Plant, 8180
Drygore blowpipe#Empty, 30373
Armadylean plate, 27269
Toad's legs, 2152
Plank, 960
Clue scroll (medium) - BAIL TRIMS, 3612
Fresh monkfish#Cooked, 7943
Banshee robe, 20777
Black mask#(8), 8905
Casket (Pirate's Treasure), 7956
Echo virtus ornament kit, 30443
List of elders, 28808
Skills necklace#(1), 11111
Yami, 30888
Crest part#Caleb, 780
Chugging barrel#Disassembled, 30002
Ogre artefact, 4818
Xerician top, 13387
Dharok's greataxe (Last Man Standing), 25516
Torstol potion (unf), 111
Eye of gnome, 4008
Cave eel, 5003
Hardcore group ironman platebody#V, 26178
Dni23 arms ripped, 29728
Clue scroll (hard) - 02.58N 34.30E, 12562
Coins (Shilo Village), 617
Prayer mix#(1), 11467
Pyromancer garb, 20704
Atlax's diary, 26876
Empty plant pot, 5350
Twisted potion#(4), 20932
Prayer mix#(2), 11465
Skills necklace#(6), 11968
Reagent pouch#Closed, 29996
Weapon poison(+), 5937
S.t.a.s.h blueprint, 25612
Ornate legs, 23095
Bow of faerdhinen (c) (Crwys), 25892
Attacker icon#Big moustache, 22729
Translation, 4655
Poisoned meat, 10541
Endarkened juice, 20911
Fremennik teal cloak, 3783
Pink skirt, 1013
Black salamander, 10148
Granite ring, 21739
Clue scroll (elite) - 20.24N 03.52W, 23148
Twisted potion#(3), 20931
Square stone#Green, 6120
Strange teleorb, 29535
Trousers (brown), 5036
Anima-infused bark, 28134
Hellcat#Kitten, 7583
Graceful top (Lovakengj)#Inventory, 13607
Damaged book (Ancient), 12611
Defender icon#Medium, 22728
Chicken legs, 11022
Tiara, 5525
Armadyl crossbow, 11785
Spell (unobtainable item)#Wind Bolt, 3281
Skills necklace#(4), 11105
Teak bird house, 21521
Wooden cabinet, 24898
Blue wizard hat (t), 7396
Tribal mask (disease), 6337
Omega egg, 10537
Zamorak crozier, 10444
Smolcano, 23760
White scimitar, 6611
Thread, 1734
Golden candle, 2947
Red herring, 3742
Dock leaf, 8183
Birthday present#2018, 11918
Totem, 1857
Anger mace, 7808
Skills necklace#(5), 11970
Black knife#(p++), 5665
Stale baguette, 20590
Zaff's instructions, 11011
Arrow shaft, 52
Wood camo legs#Inventory, 10055
White tree shoot#Pot, 6462
Herb box#Open, 11739
Steel spear#(unp), 1241
Tome of experience (Darkness of Hallowvale)#(2), 9657
Shayzien platebody (3), 13371
Strength dolmen, 29543
Tatty note, 23007
Armageddon cape fabric, 29628
Menaphite red hat, 6400
Stool (Games)#Blue Moon Inn, 25711
Wooden bed (flatpack), 8576
Black platebody (g), 2591
Tome of experience (Darkness of Hallowvale)#(3), 9656
Shayzien platebody (2), 13366
Battlemage potion#(4), 22449
Blue moon helm#Used, 29041
Barrows gloves (Last Man Standing), 23593
Void ranger helm (or)#Normal, 26475
Bronze battleaxe, 1375
Calamity breeches#Locked, 26756
Clue scroll (easy) - South-east Varrock mine, 2716
Orange square, 9603
Kyatt legs, 10035
Unidentified medium fossil, 21564
Graceful boots (Trailblazer)#Inventory, 25084
Rune trimmed set (sk), 13030
Chef's delight(m) (keg)#1 pint, 5907
Golden warbler (interface item), 9968
Battlemage potion#(3), 22452
Rogue's equipment crate, 21307
Eagle lectern, 8335
Dragon platelegs (g), 12415
Hosidius blueprints, 24885
Shantay pass (item), 1854
Hand fan, 21354
Twisted slayer helmet (i)#Emir's Arena, 26681
Clue scroll (hard) - Bow at the top of the lighthouse, 10238
Cooked fishcake, 7530
Morrigan's coif (bh)#Inactive, 27940
Hallowed mark, 24711
Fremennik ballad, 3699
Steel kiteshield (Money), 8768
Battlemage potion#(2), 22455
Tome of experience (Darkness of Hallowvale)#(1), 9658
Shayzien platebody (4), 13376
Rune kiteshield (Fairy), 8722
White pumpkin (2024 Halloween event)#Silly, 30179
Black dagger#(p++), 5700
Golden feather (Eagles' Peak), 10175
Fried onions, 7084
Clue scroll (medium) - TAMED ROCKS, 19744
Arder-musca poison, 28351
Wristbands of the arena#Charged and Locked, 26726
Anim offhand#6, 25953
Shayzien greaves (2), 13365
Anim offhand#4, 25947
Anim offhand#5, 25950
Clan wars cape#Mutton, 12669
Clue scroll (elite) - Cheer in the Shadow dungeon, 12076
Rune heraldic helm (Jogre), 8480
Pink elegant legs, 12317
Torag's helm#100, 4952
Wilderness cape (Wilderness Wars)#Torvesta, 21428
Jug of bad wine, 1991
Red chinchompa, 10034
Bronze pick head, 480
Spell (unobtainable item)#Moonclan Teleport, 9111
Shayzien greaves (1), 13360
Ensouled dog head#Item, 13469
Hydra bones, 22786
Uncooked cake, 1889
Ectoplasmator, 25340
Shadow blocker schematic, 28377
Unidentified fragment (skilling), 26546
Pole (unobtainable item), 4495
Anim offhand#2, 25941
Grimy golpar, 20904
Anim offhand#3, 25944
Binding fluid, 10870
Anim offhand#1, 25938
Fishing hood, 9800
Bonecrusher necklace, 22986
Wooden bed, 8031
Slayer task/Banshees, 4135
Yew longbow, 855
Clue scroll (hard) - Roc and Roll, 23178
Banner stand#No display, 25355
Troll thistle, 3262
Salted chocolate mix, 21234
Moonclan teleport (tablet), 24949
White pumpkin (2024 Halloween event)#Happy, 30185
Dust Devil (interface item), 4145
Raw giral bat (2), 20874
Shayzien greaves (5), 13380
3rd age plateskirt, 23242
Saika's veil#Locked, 26734
Bloody bracer, 22430
Small cog, 9726
Dragon sword (cr), 28029
Fiyr remains, 3404
Splitbark boots, 3393
Sigil of the smith#Un-attuned, 26024
Summer sq'irkjuice, 10849
Saradomin's tear, 12804
Shayzien greaves (3), 13370
Hill giant club, 20756
Eclipse moon chestplate#Broken, 29049
Shayzien greaves (4), 13375
Gravedigger leggings#Reward, 13285
Incomplete blaster, 13184
Guthan's warspear#100, 4910
Cube part#Red circle, 3075
Emerald lantern#Lit, 9065
Crystal helm (attuned), 23887
Clue scroll (elite) - 21.03N 24.13E, 12109
Pearl fly fishing rod, 22844
Stone head#Icthlarin, 6991
Festive egg, 24434
Mystic mud staff, 6563
Virtus robe bottom, 26245
Detonator, 28393
Clue scroll (medium) - Cheer in the Barbarian Agility Arena, 10264
Guardian fragments, 26878
Decorative armour (magic top)#Normal, 11896
Rune pickaxe (nz), 11719
Steel framed workbench, 8377
Notes (Misthalin Mystery - 1)#Halloween, 20770
Burning claw, 29574
Fruit blast, 2084
Teapot#Porcelain, 7714
Chest key (Digsite), 709
Jogre bonemeal, 4271
Red icon#Handlebar, 25237
Zuriel's robe bottom (Deadman Mode), 22656
Generator crank, 22762
Wampum belt, 625
Red boater, 7319
Infernal eel, 21293
Clue scroll (hard) - 23.00N 41.33E, 21527
Vat (cleaned), 26933
Silver ore, 442
Raw dark crab, 11934
Attacker icon#Dali, 23465
Cadantine potion (unf), 107
Dark green pumpkin (2024 Halloween event)#Evil, 30216
Slayer bell, 10952
Fish chunks, 22818
Spooky skirt#During event, 24302
Golden nugget, 12012
Eldritch orb, 24517
Stone tablet (Beneath Cursed Sands), 26954
Decapitated head (The Fremennik Isles), 10842
Saradomin sword, 11838
Tarnished locket, 26910
Red naval shirt, 8954
Shoulder parrot, 23300
Karil's coif#Undamaged, 4732
Imbued saradomin max cape#Normal, 21776
Gravedigger mask#Reward, 13283
Golden pheasant egg, 28663
Stamina mix#(2), 12633
Rune dagger#(p+), 5678
Green d'hide chaps (g), 7378
Clue scroll (easy) - Yawn in Draynor Marketplace, 10184
Armadyl d'hide shield, 23200
Demonic tallow, 30800
Goutweed (My Arm's Big Adventure), 4182
Stamina mix#(1), 12635
Infernal nugget, 30858
Bronze knife#(p++), 5661
Vase lid, 3737
Sigil of the serpent#Un-attuned, 26117
Mos le'harmless teleport, 12411
Graceful cape (Shayzien)#Inventory, 13617
Key (red), 1543
Slayer's respite, 5759
Splitbark legs, 3389
Clue scroll (easy) - Talk to Morgan in his house at Draynor Village, 23162
Varrock armour 1, 13104
Varrock armour 2, 13105
Kebbit (unobtainable item)#Prickly kebbit, 9957
Varrock armour 3, 13106
Good anthem, 3895
Zamorak godsword ornament kit, 20077
Clue scroll (easy) - Search the bush at the digsite centre, 12175
Crypt map, 28133
Mithril pickaxe, 1273
Varrock armour 4, 13107
Jar of chemicals, 23064
Group ironman platebody (unranked)#III, 27050
Deed, 22426
Echo virtus robe top, 30439
Prayer book (animation item), 10886
Camel mask, 7003
Team-19 cape, 4351
Cosmic talisman, 1454
Mahogany adventure log, 20623
Book of darkness (or), 26490
Clue scroll (elite) - You'll get licked, 19801
Team-12 cape, 4337
Ram skull helm, 7917
Origami balloon#Origami, 9934
Karil's armour set, 12883
Defender icon#Split, 23469
Liplack liquor#Processed, 30027
Warrior woman (interface item), 3245
Rainbow cape#Gay, 29505
Dark green pumpkin (2024 Halloween event)#Laughing, 30222
Orchid seed (yellow), 6459
Clan cloak#Blue, 25715
Stuffed hydra heads, 23079
Lovakengj banner, 20257
Weapon poison (unobtainable item), 1465
Green d'hide chaps (t), 7380
Ferret, 10092
Kruk jr, 24866
Rocky#Raccoon, 20663
Zogre bone#Unpolished, 7848
Cosmic rune, 564
Poison (item), 273
Burnt rabbit, 7222
Evil chicken's egg, 7477
Guthix chaps (Last Man Standing), 27180
Bucket (Meiyerditch), 9660
Clue scroll (medium) - Cheer in the Ogre Pen in the Training Camp, 10272
Ensouled unicorn head#Drop, 13465
Stone fireplace#Decorated Stone fireplace, 8326
Perfect shell, 10995
Castlewars brew#(2), 25161
Fishbowl and net, 6673
Dragon platelegs (cr), 28061
Salmon, 329
Pheasant cape, 28616
Copper ore, 436
White pumpkin#Sad, 30254
Tzhaar fire rune pack, 21707
3rd age mage hat, 10342
Rogue's purse, 1534
Superior mining gloves, 21345
Clue scroll (medium) - HQNM LZM STSNQ, 19770
Stone tablet (The Curse of Arrav), 28816
Three barrels, 8862
Void melee helm#Locked, 24185
Wilderness cape (Wilderness Wars)#Mmorpgrs, 21432
Diamond key, 28419
Eclipse moon helm#Used, 29035
Bleached bones, 25422
Enhanced quetzal whistle blueprint, 29253
Castlewars brew#(1), 25162
Guthix max cape, 13335
Servery meat pie, 13403
Seers ring (i)#Nightmare Zone, 11770
Book of law page set, 13157
Kebbity tuft, 29223
Stolen amulet, 28976
Canopic jar (The Curse of Arrav)#Oil, 30312
Holy elixir, 12833
Dragonstone full helm, 24034
White elegant blouse, 10420
Blue moon chestplate#Broken, 29058
Fancy rejuvenation pool#Regular, 20642
Castlewars brew#(4), 25159
Stretched hide, 6173
Bandos platelegs, 12482
Demon's heart, 21799
Vyre noble coat tails (red), 24796
Graceful legs (Agility Arena)#Worn, 21072
Bakery storage key, 24442
A dark disposition, 21770
Ankou gloves, 20101
Corrupted morrigan's leather body (bh)#Inactive, 27983
Ahrim's robeskirt#100, 4874
Torag's helm#Undamaged, 4745
Touch paper, 419
Castlewars brew#(3), 25160
Bucket of wax, 30
Tormented bracelet (or), 23444
Pirate leggings (brown), 7138
Bowl of red water, 8972
Clue scroll (master) - Blow a raspberry at the bank of the Warrior's guild, 19835
Ornate undead combat dummy#Vampyre, 25154
Maple seed, 5314
White beret, 2637
Water-filled vial pack, 11879
Twisted iron trophy, 24382
Journal (Filliman Tarlock), 2967
Agility tome#Red, 7784
Cabbage (unobtainable item)#Twisted League points, 24367
Dharok's platebody#100, 4892
Clue scroll (hard) - 13.46N 21.01E, 7262
Steel heraldic helm (Misthalin), 8702
Mixed blizzard, 9566
Unfinished cocktail (Drunk dragon, historical)#Pineapple + Cream, 2090
Zombie boots, 7596
Elemental sphere, 8352
Combat potion (Deadman starter pack)#(1), 26153
Opal machete, 6313
Rune heraldic helm (Misthalin), 8484
Dizana's quiver#Charged + Locked, 28953
Quicklime, 3213
Giantsoul amulet#Charged, 30638
Cup of tea (porcelain)#Regular, 7733
Corrupted body (perfected), 23845
Mahogany display (head trophy), 30652
Ruby dragon bolts, 21967
White pumpkin (2024 Halloween event)#Shocked, 30183
Wester lemon, 21242
Combat potion (Deadman starter pack)#(2), 26152
Chocolate bomb, 2185
Infernal harpoon#Charged, 21031
Verac's flail#(broken), 4986
Saradomin chaps, 10388
Mithril armour (Construction), 8270
Blurite crossbow (u), 9456
Gourmet impling jar, 11242
Chocolate dust, 1975
Fluffy easter egg, 21224
Parasitic egg, 25838
Deconstructed onyx, 19562
Saradomin coif, 10390
3rd age wand, 12422
Cup of tea, 1978
Tztok slayer helmet (i)#Nightmare Zone, 25900
Clue scroll (easy) - Speak to Jatix in Taverley, 12184
Elite black platebody, 29562
Juniper logs, 13355
Amethyst javelin#Unpoisoned, 21318
Bagged sunflower, 8457
Decorative armour (white platebody), 4504
Coated frogs' legs, 10963
Steel key crimson, 3457
Kharyrll teleport (tablet), 12779
Sigil of the elves#Attuned, 26086
Nature tiara, 5541
Helm of raedwald, 19687
Treasure clue one, 26605
Undead combat dummy, 20746
Barley malt, 6008
Green slayer helmet (i)#Emir's Arena, 26676
Morrigan's leather body (bh)#Inactive, 27943
Ancient plateskirt, 12464
Rock (Castle Wars), 4043
Hex edit detected#Med helm, 6193
Bruma root, 20695
Moonlight moth (interface item), 28864
Clue scroll (hard) - BJR1123, 19870
Clue scroll (medium) - UESNKRL NRIEDDO, 25784
Clue scroll (easy) - Dance in the shack in Lumbridge Swamp, 10180
Cave worms, 20853
Camelot teleport (tablet), 8010
Polar camo legs#Worn, 28860
Powder grey pumpkin#Evil, 30295
Slayer ring#(8), 11866
Tree bauble#Green, 6844
Nest box#Ring, 12794
Skirt (blue), 5052
Crystal shield (i)#New, 11759
Royal seed pod, 19564
Carved teak magic wardrobe#Closed, 9832
Golpar, 20905
Dragon sword, 21009
Lunar torso, 9097
Slayer's respite(m) (keg)#3 pints, 5919
Saradomin symbol, 8055
Isafdar (painting), 8293
Raw cavefish, 25658
Slayer ring#(7), 11867
Lil' zik#Lil' Nylo, 25750
Combat potion (Deadman starter pack)#(3), 26151
Mace (H.A.M.), 11058
Graceful hood (Adventurer)#Inventory, 27444
Ankou's leggings, 20104
Zombie monkey greegree (small), 4029
Bronze boots, 4119
Clue scroll (hard) - In a crate at the Dark Warriors' Fortress, 3525
Graceful boots (Agility Arena)#Worn, 21078
Clue scroll (easy) - Rugged Terrain, 23158
Collector icon#Goatee, 22339
Desert robe, 1835
Adamantite ore, 449
Grim robe, 12837
Bag full of gems#Stardust, 25537
Slayer ring#(6), 11868
Revitalising idol schematic, 28376
Guam in a box?, 6678
Teak bookcase (Mahogany Homes)#2, 24904
Combat potion (Deadman starter pack)#(4), 26150
Teal gloves, 2932
Teak bookcase (Mahogany Homes)#1, 24904
Clue scroll (easy) - Dig by the Giant's Den entrance, 25788
Bandos kiteshield, 12488
Scorpion cage#Empty, 456
Key (Ernest the Chicken), 275
Cat training medal, 1575
Slayer's respite (keg)#4 pints, 5841
Beer glass (Player-owned house), 7742
Ugly halloween jumper#Orange, 26256
Clue scroll (medium) - LAME T, 28907
Sigil of the well-fed#Un-attuned, 28499
Slayer ring#(5), 11869
Gadderhammer, 7668
Ancient kiteshield, 12468
Red icon#Small moustache, 25232
Decorative sword (gold)#Normal, 4508
Bone in vinegar#Wolf bone, 7831
Rune kiteshield (Varrock), 8742
Clue scroll (easy) - Talk to the Doomsayer, 19830
Turquoise slayer helmet, 21888
Rare fossilised tusk, 21620
Crafting table 2, 8381
Mahogany demon (flatpack), 8546
Crafting table 3, 8382
Crafting table 1, 8380
Woodcutting tome#Red, 7799
Crafting table 4, 8383
Slayer ring#(4), 11870
Crystal legs (attuned), 23893
Crystal bow (historical)#3/10, 4221
Torag's helm#75, 4953
Sailing book, 9904
Spell (unobtainable item)#Wind Strike, 3273
Undead cow ribs#Unpolished, 7890
Celastrus seedling#Unwatered, 22848
Wooden bookcase (Mahogany Homes)#2, 24902
Wooden bookcase (Mahogany Homes)#1, 24902
Dni23 arms bareshoulders, 29736
Cursed goblin bow, 11708
Victor's cape (50), 24211
Black robe, 581
Khazard armour, 75
Slayer ring#(3), 11871
Bandos d'hide shield, 23203
Clue scroll (medium) - 10.45N 04.31E, 12049
Calamity chest#Locked, 26750
Granite maul#Normal, 4153
Thieves' armband, 1579
Farming Guild Door, 23006
Rune arrow#(p+), 5621
Mithril spear#(p+), 5710
Basket pack, 13254
Voidwaker, 27690
Gilded magic wardrobe (flatpack), 9857
Spell (unobtainable item)#Edgeville Home Teleport, 11142
Pile of salt, 4689
Slayer ring#(2), 11872
Notes (2021 Christmas event), 26276
Bailing bucket#Empty, 583
Scroll sack, 22675
Spell (unobtainable item)#Fire Bolt, 3291
Torag's helm#50, 4954
Sigil of hoarding#Un-attuned, 28481
Green powder, 23793
Graceful boots (Lovakengj)#Worn, 13614
Clue scroll (medium) - OK CO, 2843
Tree top, 22715
Servery raw meat, 13399
Sigil of the potion master#Attuned, 26044
Attack hood, 9749
Holy ornament kit, 25742
Steel heraldic helm (Dorgeshuun), 8686
Challenge scroll#Hard, 7269
Rogue top, 5553
Dragon bitter (keg)#4 pints, 5809
Slayer ring#(1), 11873
Oculus orb, 22364
Mulled pine, 27562
Cider(m) (keg)#4 pints, 5929
Psykk bat (6), 20883
Antisanta pantaloons, 12894
Mysterious page#5, 24771
Masori assembler max hood, 27366
Mysterious page#4, 24769
Mysterious page#3, 24767
Mysterious page#2, 24765
Clue scroll (elite) - You must be 100 to play with me, 19811
Crystal bow (attuned), 23902
Graceful gloves (Piscarilius)#Inventory, 13599
Crystal crown (Hefin), 23923
Spookier robe, 24317
Flax, 1779
Bat wing#Polished, 7835
Origami balloon#Red, 9937
Polar camo top#Inventory, 10065
Bracelet mould, 11065
Leaves, 6020
Kite shield (Construction)#Varrock, 8107
Graceful cape#Worn, 11853
Crystal shield (i)#Full, 11760
Camel mould (p), 7001
Mysterious page#1, 24763
Sithik portrait#Good, 4814
Amulet of power (t), 23354
Relicym's mix#(2), 11437
Green logs, 7405
Candle#Lit, 33
Bert's rota, 6947
Hydra slayer helmet (i)#Emir's Arena, 26680
Mith grapple (unf), 9418
Dragon arrow#(unp), 11212
Man (interface item), 3241
Collection log (rune), 30591
Clue geode (medium), 20360
Saradomin mjolnir, 6762
Relicym's mix#(1), 11439
Tzkal slayer helmet (i)#Emir's Arena, 26684
Tattered sails, 29903
Spell (unobtainable item)#Charge, 3323
Ad coupon, 26252
Torag's helm#25, 4955
Schematic (complete), 4578
Hunting mix#(1), 11519
Teak chest#Closed, 8150
Desert bait, 26598
Dark essence block, 13446
Oak chair (flatpack), 8502
Beekeeper's hat, 25129
Dharok's greataxe#(broken), 4890
Feldip weasel fur, 10119
Clue scroll (easy) - Search upstairs in the houses of Seers' Village for some drawers, 3508
Large fossilised spine, 21602
Cat#Brown, 1563
Mithril mace, 1428
Mystic robe bottom (light) (Last Man Standing), 27161
Base schematics, 4574
Coin pouch#Wealthy citizen, 28822
Silver pot (Desert Treasure I)#Spices, 4666
Masori assembler#Normal, 27374
Beekeeper's legs, 25133
Decorative boots (red), 25163
Hunting mix#(2), 11517
